feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20
1,0,0,1,1,1,0,0,0,0,47,B,H,no,no,30,no,A,B,NO
1,1,0,0,0,0,0,0,0,1,20,B,,no,no,30,no,A,,NO
1,0,1,0,0,0,1,1,0,0,22,A,,no,no,30,no,A,,NO
1,0,0,0,0,0,1,0,0,0,21,A,,no,no,30,no,A,,NO
1,0,1,1,0,0,1,1,1,0,21,A,,no,no,30,no,A,,NO
1,1,1,1,1,0,0,1,0,0,19,B,,no,no,30,no,A,,NO
1,0,1,1,0,0,0,0,0,0,21,A,,no,no,30,no,A,,NO
1,0,0,1,0,0,0,0,0,0,21,B,,no,no,30,no,A,,NO
0,1,0,1,0,1,0,1,0,1,23,A,,no,no,30,no,A,,NO
1,0,0,0,0,0,0,0,0,0,21,B,,no,no,30,no,A,,NO
1,0,0,0,1,0,1,1,1,0,21,B,,no,no,30,no,A,,NO
0,0,0,0,0,0,0,1,0,0,23,B,,no,no,30,no,A,,NO
1,0,1,1,0,1,1,1,1,1,20,,,no,no,30,no,A,,YES
1,1,1,0,0,0,0,1,0,1,21,A,,no,no,30,no,A,,NO
1,1,1,0,1,0,1,1,1,1,20,B,,no,no,49,no,A,,YES
1,1,0,0,0,0,1,1,0,0,19,B,,no,no,30,no,A,,NO
0,1,0,0,0,0,0,1,0,0,21,B,,no,no,30,no,A,,NO
1,0,1,0,0,0,1,0,0,0,26,B,,no,yes,30,no,A,,NO
0,0,0,1,0,0,0,1,0,0,21,B,,no,no,30,no,A,,NO
0,0,0,0,1,0,0,1,0,0,19,B,,no,no,32,no,A,,NO
1,0,0,1,0,0,0,1,0,1,22,B,H,no,no,17,no,A,A,NO
1,0,0,0,0,0,0,1,0,0,19,A,H,no,no,17,no,A,B,NO
1,0,0,1,0,0,1,0,0,1,22,B,H,no,no,17,no,A,B,NO
0,0,1,0,0,0,0,0,0,1,20,B,H,no,no,17,no,A,B,NO
1,0,1,0,1,0,0,1,0,0,23,B,H,no,no,17,no,A,B,NO
0,0,0,0,0,1,0,1,0,0,19,A,,no,no,57,no,A,,NO
0,0,0,0,1,0,0,1,0,1,20,B,H,no,no,17,no,A,A,NO
0,1,0,1,0,0,0,0,0,0,24,B,H,no,no,17,no,A,B,NO
0,1,1,0,0,0,0,1,0,1,19,B,H,no,no,17,no,A,B,NO
1,0,0,0,0,1,0,1,0,1,20,B,,no,no,17,no,A,,NO
1,0,1,0,1,0,0,1,0,1,23,B,H,no,yes,17,no,A,B,NO
0,0,1,1,0,0,1,0,0,1,20,B,I,no,no,10,no,A,B,NO
1,0,1,0,1,0,0,1,0,1,20,B,H,no,no,17,no,A,B,NO
0,0,0,0,0,0,0,1,1,0,20,B,,yes,no,17,no,A,,NO
1,0,1,0,0,0,0,0,0,1,20,A,,no,no,17,no,A,,NO
1,0,0,1,1,0,0,1,0,1,21,A,C,no,no,22,no,A,B,NO
0,1,0,0,0,0,0,0,0,1,19,B,,no,no,44,no,A,,NO
1,0,0,0,0,0,0,1,0,1,20,A,H,no,no,17,no,A,B,NO
1,0,0,1,1,0,1,0,0,1,,B,H,no,no,42,no,A,B,NO
1,0,0,0,0,1,0,0,1,0,25,B,H,yes,yes,29,yes,A,D,NO
1,0,0,0,0,0,0,1,0,0,20,A,H,no,no,17,no,A,B,NO
1,0,0,0,0,1,1,1,0,1,22,,H,no,no,54,no,A,B,NO
1,0,0,0,0,0,0,1,0,0,20,A,,no,no,17,no,A,,NO
0,1,0,0,1,1,0,0,0,0,20,B,,no,no,17,no,A,,NO
0,0,0,1,0,0,1,0,0,0,20,A,,no,no,30,no,A,,NO
1,0,0,0,0,0,0,1,0,0,23,A,,no,no,30,no,A,,NO
1,1,1,1,1,0,1,0,1,1,21,A,,no,no,30,no,A,,YES
1,0,0,0,0,0,1,1,0,1,22,B,,no,no,30,no,A,,NO
1,1,0,0,0,0,0,1,0,0,21,A,,no,no,30,no,A,,NO
1,0,1,0,0,0,0,0,0,1,20,A,,no,no,30,no,A,,NO
1,0,0,1,0,0,0,0,0,0,22,A,,no,no,30,no,A,,NO
1,0,1,1,1,0,1,1,0,0,21,A,,yes,no,30,no,A,,NO
1,1,0,0,1,0,0,1,0,0,20,A,,no,no,30,no,A,,NO
0,1,0,0,0,0,0,1,0,0,20,A,H,no,no,17,no,A,B,NO
1,0,0,0,1,0,0,1,0,0,21,B,,no,no,30,no,A,,NO
1,0,1,1,1,0,0,0,1,1,21,B,H,no,no,17,no,A,B,NO
0,1,0,0,0,1,0,1,0,1,23,A,H,no,no,17,no,A,B,NO
1,1,0,0,0,0,0,1,0,0,21,A,E,no,no,17,no,A,B,NO
1,0,0,0,1,1,0,1,0,1,22,A,K,no,no,17,no,A,B,NO
0,1,1,1,0,1,0,1,0,0,19,A,,no,no,17,no,A,,NO
1,1,1,0,1,0,0,0,0,0,20,A,C,no,no,17,no,A,B,NO
0,1,0,0,0,0,0,1,0,1,21,A,I,no,no,17,no,A,B,NO
0,1,1,0,0,0,0,1,0,0,26,B,H,no,no,17,no,A,B,NO
1,0,0,0,0,0,0,0,0,0,19,A,,no,no,44,no,A,,NO
1,0,0,1,0,0,1,1,0,1,20,A,,no,no,17,no,A,,NO
1,0,0,0,0,0,0,1,0,1,26,A,,no,no,17,no,A,,NO
1,0,0,1,0,0,1,0,0,1,23,A,K,no,no,17,no,A,B,NO
1,0,0,1,0,0,1,0,0,1,28,A,,no,no,17,no,A,,NO
0,1,0,1,1,0,0,0,0,0,19,A,H,no,no,17,no,A,B,NO
1,0,0,0,0,0,1,1,0,0,20,A,H,no,no,17,no,A,B,NO
0,1,0,0,1,0,1,1,0,1,19,A,K,no,no,17,no,A,B,NO
1,0,1,1,1,1,1,1,1,0,24,B,C,no,no,11,no,A,B,YES
1,0,0,1,1,0,0,1,0,1,19,A,F,no,no,17,no,A,B,NO
1,1,0,0,0,0,0,0,0,0,22,A,H,no,no,17,no,A,B,NO
1,1,0,1,0,0,0,0,0,1,20,A,H,no,no,17,no,A,B,NO
0,1,0,1,0,0,0,1,0,0,21,B,H,no,no,17,no,A,B,NO
0,0,1,1,1,0,0,1,0,0,24,A,I,no,no,17,no,A,B,NO
0,0,1,1,1,0,0,0,0,1,18,A,H,no,no,17,no,A,B,NO
,0,1,1,1,0,1,1,0,1,19,A,H,no,no,17,no,A,B,YES
1,0,1,0,0,0,0,0,0,0,19,A,H,no,no,17,no,A,B,NO
1,0,0,0,0,0,1,1,0,1,31,B,H,yes,no,17,no,A,B,NO
1,1,0,1,0,0,1,1,0,0,19,B,H,no,no,17,no,A,B,NO
1,0,0,0,0,0,1,0,1,1,21,A,H,no,no,17,no,A,B,NO
1,0,0,0,1,0,1,0,0,1,20,B,H,no,no,17,no,A,B,NO
1,0,1,0,1,0,1,1,0,1,26,A,H,no,no,17,no,A,B,NO
0,0,0,0,0,0,1,0,0,0,27,B,H,no,no,22,no,A,B,NO
1,0,1,0,0,1,0,1,0,0,23,A,H,no,no,17,no,A,B,NO
0,1,0,1,0,0,0,0,0,0,29,A,,no,no,17,no,A,,NO
1,1,1,1,0,0,1,0,0,0,23,B,H,no,no,17,no,A,B,NO
1,0,0,0,0,0,1,1,0,1,23,B,E,no,no,17,no,A,E,NO
1,0,1,1,1,1,0,1,1,1,24,B,C,no,yes,11,no,A,B,YES
1,0,0,1,0,0,1,1,0,0,21,B,,no,no,30,no,A,,NO
0,0,0,0,1,0,1,0,0,0,20,A,,no,no,12,yes,A,,NO
1,0,1,0,1,0,1,1,1,0,20,B,,no,no,30,no,A,,NO
1,1,1,1,1,1,1,0,,1,32,A,K,no,no,34,no,A,A,YES
1,1,1,1,1,1,1,1,1,1,61,B,J,yes,yes,16,no,A,B,YES
1,0,0,1,1,0,0,0,0,0,19,B,,no,no,30,no,A,,NO
1,1,1,1,1,1,0,1,1,0,35,A,J,no,no,6,no,A,B,YES
1,0,0,0,0,1,0,0,0,1,34,A,J,no,no,57,yes,A,B,NO
0,0,1,1,0,0,0,0,0,0,23,A,H,no,no,17,yes,A,B,NO
1,1,1,1,0,0,0,0,0,1,19,A,J,no,no,60,no,A,B,NO
1,1,0,0,1,1,0,1,0,1,36,A,I,no,no,4,no,A,A,NO
1,1,0,0,0,0,0,1,0,1,21,A,,no,no,30,no,A,,NO
0,1,0,0,0,0,0,1,0,0,23,B,J,no,no,41,no,A,B,NO
1,0,1,1,1,0,1,0,0,1,17,B,K,no,no,41,no,A,D,NO
1,0,1,0,0,0,0,0,0,0,22,B,J,no,no,15,no,A,B,NO
0,1,1,1,1,0,1,0,0,1,33,B,J,no,yes,13,no,A,D,NO
1,1,1,1,1,0,0,1,0,1,23,A,C,no,no,1,no,A,B,YES
0,1,1,1,1,1,0,1,0,1,35,A,J,no,yes,45,no,A,B,YES
1,0,0,0,0,0,0,1,0,1,21,B,J,no,yes,13,no,A,B,NO
1,0,0,1,1,0,1,1,1,1,20,A,J,no,no,21,no,A,B,YES
1,0,0,0,0,0,0,1,0,0,29,B,J,no,no,43,no,A,C,NO
1,1,1,1,1,1,1,0,1,1,59,B,J,no,,41,no,A,B,YES
1,1,1,0,0,0,0,1,0,1,18,A,J,no,no,43,no,A,B,NO
1,1,0,0,0,0,0,1,0,0,19,A,H,no,no,17,no,A,B,NO
0,0,1,1,0,0,0,1,0,0,24,B,H,no,no,17,no,A,B,NO
1,1,1,1,1,0,0,1,1,0,36,A,J,no,no,6,no,A,B,YES
0,0,1,1,1,0,0,0,0,1,19,A,,yes,no,30,no,A,,NO
1,1,0,0,0,0,1,0,0,0,17,A,K,no,no,17,no,A,B,NO
1,0,0,0,0,0,0,1,0,1,52,B,J,yes,no,9,no,A,B,NO
1,1,0,1,1,0,0,0,0,0,18,B,H,no,no,17,no,A,B,NO
0,0,0,0,0,0,1,0,0,0,30,B,C,no,no,4,no,A,B,NO
0,1,1,1,1,1,0,1,1,1,18,B,H,yes,no,56,no,A,B,YES
1,1,1,1,1,0,0,1,0,0,27,B,D,no,no,19,no,A,B,NO
0,0,0,1,0,0,0,0,0,0,52,A,J,no,no,9,no,A,B,NO
0,0,0,0,0,0,0,1,0,0,45,A,C,no,no,39,no,A,B,NO
0,1,1,1,1,1,0,0,1,0,25,A,I,no,no,22,no,A,C,NO
0,0,0,1,0,0,1,0,0,1,29,A,J,no,no,9,no,A,B,NO
1,1,0,1,1,1,1,1,0,1,29,A,J,yes,no,41,no,A,B,YES
1,0,0,0,0,1,0,0,0,1,18,B,J,no,yes,43,no,A,B,NO
0,0,1,1,0,1,1,1,1,1,18,B,J,no,no,43,no,A,D,YES
1,0,1,1,0,1,0,0,0,1,17,B,J,no,,43,no,A,D,NO
1,1,1,1,1,1,1,1,1,1,27,A,C,no,no,41,no,A,B,YES
0,0,0,0,0,0,0,1,0,0,22,A,C,yes,no,1,no,A,B,NO
0,0,0,0,0,1,0,1,1,0,23,B,C,no,no,11,no,A,B,NO
1,1,1,1,1,0,1,1,0,0,25,B,D,no,no,9,no,A,B,YES
1,0,1,1,1,0,0,0,0,0,23,A,F,no,no,56,no,,B,NO
1,0,0,0,0,0,0,1,0,1,29,B,C,no,no,11,no,A,B,NO
1,0,0,1,1,0,1,0,0,0,27,A,C,no,no,35,no,A,B,NO
1,0,0,0,0,1,0,1,0,0,27,A,C,no,no,11,no,A,B,NO
0,0,0,0,0,0,0,0,0,0,43,A,F,no,no,11,no,A,A,NO
1,0,0,0,0,0,0,1,0,0,26,A,C,no,no,11,no,A,B,NO
1,0,0,0,1,0,0,1,0,1,30,A,C,no,no,11,no,A,B,NO
0,0,0,0,0,0,0,1,0,0,23,B,J,no,no,11,no,A,B,NO
1,0,0,0,1,0,1,1,0,0,29,A,C,no,no,35,no,A,B,NO
0,0,0,0,0,0,0,1,0,1,37,B,J,no,no,9,no,A,A,NO
0,0,0,0,0,0,1,0,0,1,28,A,J,no,no,9,no,A,B,NO
1,1,1,1,0,0,1,1,0,0,25,B,F,no,no,41,no,A,B,NO
1,0,1,1,0,0,1,1,0,0,25,B,I,no,no,11,no,A,B,NO
0,1,0,0,0,0,0,1,1,0,21,B,,no,no,30,no,A,,NO
1,1,1,1,1,1,1,0,1,1,43,B,J,no,no,9,no,A,,YES
1,1,0,1,1,1,0,0,1,1,30,A,J,no,no,41,no,A,B,YES
0,1,1,0,0,0,1,0,0,1,18,B,K,no,no,3,no,A,B,NO
1,1,1,1,0,0,0,1,0,0,18,A,J,no,no,28,no,A,B,NO
1,1,1,1,0,0,1,1,1,0,30,B,I,no,no,31,no,A,B,YES
0,0,0,0,0,0,0,0,0,0,31,A,J,no,no,47,no,A,B,NO
1,0,0,0,1,0,1,1,0,1,33,B,D,no,no,33,no,A,B,NO
1,1,1,1,1,1,1,1,1,1,33,B,D,no,no,33,no,A,B,YES
1,1,1,1,0,0,,0,0,1,26,B,J,no,no,9,no,A,B,NO
1,0,1,1,0,,0,0,0,0,61,A,J,no,no,41,no,A,B,NO
0,0,0,1,0,0,0,1,0,1,46,B,I,no,no,39,no,A,B,NO
0,1,1,1,1,1,1,0,1,1,33,B,C,no,no,11,no,A,B,YES
1,1,1,1,1,0,1,1,0,1,38,A,K,no,no,31,no,A,B,YES
1,1,0,0,0,0,0,1,0,0,44,B,K,no,no,34,no,A,A,NO
0,1,1,1,1,0,0,0,1,0,48,A,K,no,yes,34,no,A,A,NO
1,1,0,1,1,1,0,1,1,1,42,A,D,yes,no,33,no,A,B,YES
0,1,0,0,1,0,1,1,0,0,37,B,J,no,no,0,no,A,B,NO
1,0,1,1,1,0,0,1,0,1,23,A,J,no,yes,9,no,A,B,NO
1,0,1,1,1,0,1,1,1,1,24,B,J,no,yes,9,no,A,D,YES
1,0,1,0,1,0,1,1,0,1,41,B,,yes,yes,9,no,A,,NO
1,,1,0,0,0,1,0,0,1,41,B,C,no,no,9,,A,B,NO
0,1,1,0,1,0,0,1,0,0,27,B,J,,no,0,no,A,B,NO
1,1,1,1,1,1,1,1,1,1,46,A,J,yes,yes,9,no,A,B,YES
0,1,0,0,0,0,0,0,0,1,40,A,J,yes,no,41,no,A,B,NO
0,1,1,1,1,1,1,1,0,1,22,A,J,no,no,41,no,A,B,YES
1,1,1,1,1,1,1,0,1,1,42,B,J,no,no,9,no,A,B,YES
1,1,1,0,0,0,0,0,0,1,18,A,C,no,no,39,no,A,B,NO
1,0,1,1,0,0,0,0,0,0,44,A,J,no,no,9,no,A,B,NO
1,1,1,1,1,0,1,1,1,1,30,A,J,no,no,41,no,A,B,YES
1,1,1,1,1,1,0,1,1,1,42,B,J,no,no,13,no,A,B,YES
1,1,0,1,0,0,1,0,0,0,35,A,J,no,yes,41,no,A,A,NO
1,0,1,1,1,0,1,0,1,1,40,B,K,no,no,54,no,A,B,YES
0,1,0,0,0,0,0,0,1,1,50,A,,no,no,56,no,A,,NO
0,0,1,1,0,0,0,0,0,1,38,B,H,no,no,63,no,A,B,NO
1,,1,1,1,0,0,,1,1,26,A,J,no,yes,6,no,A,B,YES
1,1,1,1,1,0,0,1,0,1,27,A,J,no,no,1,no,A,B,YES
1,1,1,1,1,0,1,0,1,0,47,A,J,yes,yes,41,no,,B,YES
1,1,0,1,1,1,0,0,0,1,21,B,K,yes,yes,41,no,A,A,NO
1,1,1,1,0,1,0,1,1,1,37,B,J,no,no,9,no,A,B,YES
1,0,0,0,0,0,1,1,0,1,19,A,I,no,no,9,no,A,B,NO
0,0,0,1,0,0,1,1,0,1,32,B,C,no,no,17,no,A,B,NO
0,0,0,0,1,0,0,1,0,1,26,A,,no,no,18,no,A,,NO
1,1,1,1,1,1,1,1,1,1,46,A,J,yes,yes,13,no,A,B,YES
0,1,0,0,0,0,0,1,0,0,29,B,K,no,no,34,no,A,B,NO
1,0,0,0,1,0,0,0,0,0,30,A,K,no,no,34,no,A,B,NO
1,1,0,0,0,0,1,1,0,0,32,A,D,no,no,46,no,A,D,NO
0,1,1,1,0,0,0,0,0,1,35,A,J,yes,no,41,no,A,B,NO
0,1,1,1,1,1,1,1,1,1,22,B,J,no,no,9,no,A,B,YES
0,0,0,1,1,0,1,0,0,1,19,A,,no,no,18,no,A,,NO
0,1,0,0,1,0,0,0,0,1,24,B,,no,no,18,no,A,,NO
0,1,0,0,1,0,0,0,0,0,52,A,,no,no,18,no,A,,NO
0,1,0,0,1,1,0,0,1,1,52,B,,no,no,18,no,A,,NO
1,0,1,0,0,1,0,1,0,0,32,A,J,no,no,41,no,A,B,NO
0,1,1,1,1,1,0,0,0,1,24,B,J,no,no,41,no,A,D,NO
1,1,1,1,1,1,0,1,1,1,24,B,J,no,no,41,no,A,D,YES
0,1,0,0,0,0,0,0,0,0,49,A,H,yes,no,56,no,A,A,NO
0,1,1,1,1,1,1,1,1,1,30,A,C,no,no,1,no,A,B,YES
0,1,1,1,1,1,1,1,1,1,30,A,C,no,,1,yes,A,B,YES
1,0,1,1,1,1,1,1,1,1,35,A,J,yes,no,9,no,A,B,YES
1,0,1,1,1,1,1,0,0,1,35,A,J,yes,no,9,no,A,B,YES
1,0,1,1,0,0,0,0,0,1,37,A,J,no,yes,9,no,A,B,NO
0,1,1,1,0,0,,1,0,1,43,B,J,no,no,9,no,A,B,NO
1,1,1,1,0,0,1,0,0,1,52,B,J,no,no,9,no,A,B,NO
1,1,1,1,1,1,1,1,1,1,44,B,J,no,yes,9,no,A,B,YES
1,1,0,0,0,0,0,0,0,0,46,A,J,no,yes,9,no,A,B,NO
1,0,0,0,1,0,0,0,0,1,42,A,J,no,yes,13,no,A,B,NO
0,0,1,0,0,0,0,0,0,0,20,B,C,no,no,64,no,A,B,NO
1,1,1,0,1,0,1,0,1,1,18,B,H,no,no,56,no,A,B,YES
1,1,1,1,1,1,0,1,1,1,38,B,J,no,no,27,no,A,D,YES
1,0,0,1,1,0,0,1,0,0,24,A,D,no,yes,33,no,A,B,NO
1,1,0,0,0,0,0,1,0,,32,B,,no,no,30,no,A,,NO
1,1,0,1,1,0,0,0,0,0,29,B,E,no,no,41,no,A,B,NO
1,1,1,1,1,1,1,1,0,1,22,A,J,no,no,41,no,A,B,YES
0,1,1,1,1,1,0,0,0,1,19,A,J,yes,no,9,no,A,B,NO
1,1,1,1,1,1,1,0,1,1,39,A,J,no,yes,41,no,A,B,YES
1,0,0,1,1,1,1,1,1,1,17,B,K,no,no,41,no,A,B,YES
0,1,0,1,0,1,1,0,1,1,19,A,H,no,no,66,no,A,A,NO
1,0,0,0,0,0,1,1,1,0,18,B,J,no,no,13,no,A,A,NO
0,1,0,0,1,1,0,0,1,0,19,B,,no,no,44,yes,A,,NO
0,1,0,0,0,0,0,1,0,0,28,A,E,,no,40,no,A,B,NO
0,1,0,1,0,1,0,0,0,1,29,B,C,no,no,56,no,A,B,NO
1,1,0,0,0,0,1,1,0,0,48,B,J,no,no,13,no,A,B,NO
1,1,1,1,1,1,0,1,1,1,27,A,J,yes,yes,43,no,A,B,YES
1,0,1,1,0,0,0,0,0,0,34,A,J,no,no,9,no,A,B,NO
1,1,0,1,0,0,0,0,0,1,31,B,J,no,no,13,no,A,B,NO
1,,0,0,0,0,0,1,0,1,47,B,,no,no,30,no,A,,NO
1,0,0,1,0,0,0,1,0,0,47,B,,no,no,,no,A,,NO
1,1,1,1,1,1,1,1,1,1,44,B,J,no,yes,9,no,A,B,YES
1,0,0,0,1,0,1,1,0,0,25,A,J,no,no,41,no,A,B,NO
1,0,0,0,1,0,1,1,0,0,25,A,J,no,no,41,no,A,B,NO
1,1,0,0,1,1,1,1,1,1,20,B,J,no,no,9,no,A,B,YES
1,1,1,1,1,0,1,1,1,1,43,B,J,yes,no,56,no,A,B,YES
1,1,1,1,1,0,0,1,1,1,36,A,J,no,yes,9,no,A,B,YES
1,1,0,0,0,0,0,1,0,0,30,A,C,no,yes,41,no,A,B,NO
0,0,1,1,0,0,0,0,0,0,44,B,K,no,no,9,no,A,B,NO
1,1,0,0,1,0,0,0,0,1,,A,K,no,no,9,no,A,A,NO
1,1,0,0,1,1,0,1,1,0,40,A,K,yes,no,9,no,A,D,NO
1,1,0,1,1,1,0,1,1,0,40,A,K,yes,yes,9,no,A,D,YES
1,1,1,1,1,0,0,1,0,1,30,B,I,no,no,41,no,A,B,YES
1,0,1,1,0,0,1,0,0,1,47,A,J,no,no,9,no,A,B,NO
1,1,1,1,1,1,1,1,1,1,21,B,K,no,no,12,no,A,B,YES
1,1,1,1,1,1,0,1,1,1,21,B,K,no,no,12,no,A,B,YES
1,0,1,1,1,1,1,1,1,1,31,A,,no,no,56,no,A,,YES
1,1,1,0,0,0,0,0,0,0,21,A,C,no,no,56,no,A,B,NO
0,1,1,1,0,0,0,1,1,0,29,A,C,no,no,41,no,A,B,NO
0,1,1,1,1,0,1,0,1,0,22,B,H,no,no,22,no,A,B,NO
1,1,1,1,1,1,1,1,1,1,51,B,J,yes,no,9,no,A,B,YES
1,0,0,0,0,0,0,0,0,0,23,B,,no,no,10,no,A,,NO
1,0,0,0,1,0,0,0,1,1,30,B,C,no,no,11,no,A,B,NO
1,1,0,0,0,0,0,1,0,0,22,B,I,no,no,11,no,A,B,NO
1,1,0,0,0,0,0,1,0,1,22,B,C,no,no,56,no,A,B,NO
1,0,0,0,1,0,1,1,0,1,24,B,C,no,no,11,no,A,B,NO
1,0,0,0,0,0,0,1,0,1,26,A,F,no,no,11,no,A,B,NO
1,0,1,1,0,0,0,1,1,1,33,,C,no,no,11,no,A,A,NO
1,0,0,0,0,0,0,1,1,0,23,B,C,no,no,11,no,A,B,NO
1,0,1,0,0,0,0,1,0,0,42,A,C,no,no,11,no,A,B,NO
1,0,1,0,0,0,0,0,0,0,26,A,C,no,no,11,no,A,B,NO
1,0,0,0,0,0,0,1,0,0,29,A,C,no,no,56,no,A,B,NO
1,0,0,,0,0,1,0,0,1,35,A,C,no,no,11,no,A,B,NO
1,0,0,0,1,1,0,1,0,0,25,A,F,no,no,11,no,A,B,NO
1,0,0,0,0,0,1,1,0,0,25,B,C,no,no,35,no,A,B,NO
0,0,0,0,0,0,0,1,0,0,28,A,C,yes,no,11,no,A,B,NO
1,0,0,0,0,0,0,0,0,0,33,B,J,no,no,47,no,A,B,NO
1,0,0,1,0,0,1,1,0,0,25,B,C,no,no,11,no,A,B,NO
0,0,1,0,1,1,0,1,0,1,25,B,C,no,no,11,no,A,B,NO
1,0,0,0,1,0,1,1,0,0,24,B,C,no,no,11,no,A,B,NO
1,1,1,1,0,0,0,0,0,1,27,A,F,no,no,11,no,A,B,NO
1,0,0,0,0,0,0,0,0,0,22,B,F,no,no,11,no,A,B,NO
1,1,0,1,0,0,0,1,0,1,21,A,F,no,no,11,no,A,B,NO
1,0,1,1,0,1,0,1,0,1,27,A,F,no,no,11,no,A,B,NO
1,0,0,0,1,0,1,0,0,0,23,B,F,no,no,11,no,A,B,NO
0,0,0,1,1,0,0,1,0,1,22,B,C,no,no,11,no,A,B,NO
0,1,0,0,0,0,0,0,0,1,23,A,F,no,no,11,no,A,B,NO
1,0,0,1,0,0,0,1,0,1,30,B,C,no,no,11,no,A,B,NO
0,1,0,0,1,0,1,1,0,0,33,B,C,no,no,11,no,A,B,NO
1,0,1,1,1,0,1,1,1,0,24,A,F,no,no,11,no,A,B,YES
1,0,0,0,1,0,1,1,0,0,22,A,C,no,no,56,no,A,B,NO
1,0,0,1,1,0,1,1,1,1,22,B,C,no,no,56,no,A,B,YES
1,0,0,0,0,0,0,1,0,1,29,A,F,no,no,11,no,A,B,NO
1,0,1,0,1,0,1,1,0,1,22,A,C,no,no,11,no,A,B,NO
1,0,1,0,0,0,0,1,0,0,21,B,C,yes,no,11,no,A,B,NO
1,0,0,0,0,0,1,1,0,0,23,B,C,no,no,11,no,A,B,NO
1,0,0,0,1,0,1,1,0,1,23,A,I,no,no,11,no,A,B,NO
1,0,0,0,1,0,1,1,1,1,23,A,C,no,no,11,no,A,B,NO
1,1,0,1,1,0,1,1,0,0,32,B,C,no,no,35,no,A,B,NO
0,0,0,0,0,0,1,0,0,1,27,B,C,no,no,35,no,A,B,NO
0,0,1,0,0,0,0,1,0,0,28,A,C,no,no,11,no,A,A,NO
1,1,0,0,1,0,0,1,1,1,25,A,H,,no,11,no,A,B,NO
1,0,1,0,1,0,1,1,1,1,22,B,K,no,no,55,no,A,B,YES
,1,1,0,0,0,1,0,0,1,36,B,J,no,no,9,no,A,B,NO
0,0,0,0,0,0,0,0,0,0,27,A,,no,no,10,no,A,,NO
1,1,1,1,1,1,1,1,1,1,21,A,J,no,no,47,no,A,B,YES
1,1,0,1,1,0,0,1,0,0,18,B,K,no,no,41,no,A,B,NO
1,0,0,0,1,1,1,1,1,1,49,B,K,no,no,33,no,A,A,YES
1,1,1,0,0,0,0,1,0,0,18,B,C,no,no,14,no,A,B,NO
1,0,1,1,1,0,1,1,1,0,29,B,D,no,no,41,no,A,B,YES
0,0,0,0,1,0,0,1,0,0,31,A,,no,no,56,no,A,,NO
1,0,0,0,0,0,0,0,0,0,37,A,H,no,no,56,no,A,A,NO
1,0,1,1,1,0,0,1,0,1,17,B,H,yes,no,56,no,A,A,NO
1,0,1,1,0,0,1,1,1,1,17,B,,no,yes,56,no,A,,YES
1,1,1,1,0,0,0,0,0,0,38,A,H,no,no,30,no,A,B,NO
1,0,1,0,0,1,0,1,0,1,18,B,J,yes,no,65,no,A,A,NO
1,0,1,1,1,0,0,0,0,0,31,A,H,no,no,17,no,A,B,NO
0,1,1,1,0,0,0,0,0,0,33,B,H,yes,no,17,yes,A,B,NO
1,1,0,0,0,0,0,0,0,0,32,A,H,yes,no,30,no,A,B,NO
1,0,0,0,0,0,1,0,0,1,30,B,,yes,no,30,no,A,,NO
0,0,0,0,0,0,0,0,0,1,33,A,,no,no,41,no,A,,NO
1,1,1,1,1,1,1,1,1,1,30,A,J,no,yes,31,no,A,B,YES
1,1,1,1,1,0,1,1,1,1,30,B,C,no,no,41,no,A,B,YES
1,0,0,1,1,0,1,0,,1,38,A,J,no,yes,9,no,A,B,NO
1,0,0,0,1,0,1,0,1,1,22,B,C,,no,11,no,A,B,NO
1,1,0,0,1,0,1,0,1,0,36,B,A,no,no,41,no,A,B,NO
0,0,1,1,0,0,1,0,0,0,43,B,,no,no,23,no,A,,NO
1,1,1,1,1,1,0,0,1,1,44,B,,no,no,7,no,A,,YES
1,1,1,0,1,1,0,1,1,1,20,A,J,no,no,34,no,A,B,YES
1,1,1,1,1,1,0,1,1,1,40,A,I,yes,yes,13,no,A,B,YES
1,0,0,1,1,1,0,0,1,0,25,B,J,no,no,6,no,A,B,NO
1,0,0,0,0,0,1,1,0,1,28,B,J,no,no,13,no,A,B,NO
0,0,0,0,0,0,1,1,0,1,17,B,J,no,no,31,no,A,B,NO
1,1,1,1,1,1,1,0,1,1,34,B,J,no,no,41,no,A,B,YES
0,0,0,0,0,0,0,1,0,0,56,B,,no,no,26,no,A,,NO
0,0,1,0,0,0,1,1,0,0,50,A,H,no,no,56,no,A,A,NO
1,0,0,0,0,0,1,1,0,1,38,B,J,no,no,41,no,A,B,NO
1,1,1,1,1,1,1,1,1,1,47,B,J,no,no,41,no,A,B,YES
1,1,1,1,1,0,1,1,1,1,30,B,I,no,no,41,no,A,B,YES
1,1,1,1,1,0,0,1,0,1,21,B,G,no,no,41,no,A,B,YES
1,1,,1,1,0,1,1,0,1,21,B,J,no,no,52,no,A,B,YES
1,1,1,0,1,0,1,1,1,1,31,B,D,no,no,33,no,A,B,YES
1,1,0,0,1,1,0,1,0,1,27,A,J,yes,no,2,no,A,B,NO
1,1,1,1,0,0,,0,1,0,24,A,J,yes,no,41,no,A,B,NO
1,1,0,0,0,0,1,0,0,1,35,B,J,yes,no,9,no,A,A,NO
